First Name,Last Name,Sport,Year,Hometown,State,state_id,latitude,longitude,population
WES,KITTS,Weightlifting,2024,Knoxville,Tennessee,TN,35.9692,-83.9496,615829
HAMPTON,MORRIS,Weightlifting,2024,Marietta,Georgia,GA,33.9533,-84.5422,61387
OLIVIA,REEVES,Weightlifting,2024,Chattanooga,Tennessee,TN,35.066,-85.2481,406849
MARY,THEISEN LAPPEN,Weightlifting,2024,Eau Claire,Wisconsin,WI,44.8197,-91.4948,109491
KAMAL ,BEY,Wrestling,2024,Colorado Springs,Colorado,CO,38.8674,-104.7605,638194
KENNEDY ,BLADES,Wrestling,2024,Chicago,Illinois,IL,41.8375,-87.6866,8497759
AARON ,BROOKS,Wrestling,2024,Hagerstown,Maryland,MD,39.6401,-77.7217,195261
ADAM ,COON,Wrestling,2024,Fowlerville,Michigan,MI,42.6596,-84.0743,2951
KYLE ,DAKE,Wrestling,2024,Lansing,New York,,,,
AMIT,ELOR,Wrestling,2024,Walnut Creek,California,CA,37.9024,-122.0399,69809
SARAH ,HILDEBRANDT,Wrestling,2024,Granger,Indiana,IN,41.7374,-86.1348,30019
PAYTON ,JACOBSON,Wrestling,2024,Elkhorn,Wisconsin,WI,42.6713,-88.5377,10253
SPENCER ,LEE,Wrestling,2024,Iowa City,Iowa,IA,41.6559,-91.5303,130736
HELEN ,MAROULIS,Wrestling,2024,Rockville,Maryland,MD,39.0834,-77.1553,67142
KAYLA ,MIRACLE,Wrestling,2024,Tempe,Arizona,AZ,33.3881,-111.9319,181005
MASON ,PARRIS,Wrestling,2024,Lawrenceburg,Indiana,IN,39.0986,-84.8713,5140
DOMINIQUE ,PARRISH,Wrestling,2024,Scotts Valley,California,CA,37.0555,-122.0118,12239
JOSEF ,RAU,Wrestling,2024,Chicago,Illinois,IL,41.8375,-87.6866,8497759
ZAIN ,RETHERFORD,Wrestling,2024,Benton,Pennsylvania,PA,41.1955,-76.3847,502
KYLE ,SNYDER,Wrestling,2024,Woodbine,Maryland,,,,
David,Robertson,Baseball,2020,Tuscaloosa,Alabama,AL,33.2348,-87.5268,164414
James,Hall,Shooting,2020,Anniston,Alabama,AL,33.6712,-85.8135,79717
Sandra,Uptagrafft,Shooting,2020,Phenix City,Alabama,AL,32.4585,-85.0253,38413
Haylie,McCleney,Softball ,2020,Morris,Alabama,AL,33.7464,-86.8042,2273
Paige,Madden,Swimming,2020,Mobile,Alabama,AL,30.6782,-88.1162,320855
Zach,Harting,Swimming,2020,Madison,Alabama,AL,34.7114,-86.7626,56967
JuVaughn,Harrison,Track and Field,2020,Huntsville,Alabama,AL,34.6981,-86.6412,349482
Quanesha,Burks,Track and Field,2020,Harselle,Alabama,,,,
Alev,Kelter,Rugby,2020,Eagle River,Alaska,,,,
Lydia,Jacoby,Swimming,2020,Seward,Alaska,AK,60.1124,-149.3925,2768
Brady,Ellison,Archery,2020,Globe,Arizona,AZ,33.387,-110.7513,7230
Jamie,Westbrook,Baseball,2020,Chandler,Arizona,AZ,33.2825,-111.8514,275618
Brandon,McNulty,Cycling,2020,Phoenix,Arizona,AZ,33.5722,-112.0892,4064275
Corben,Sharrah,Cycling,2020,Tucson,Arizona,AZ,32.1541,-110.8787,878320
Delaney,Schnell,Diving,2020,Tucson,Arizona,AZ,32.1541,-110.8787,878320
Jade,Carey,Gymnastic (Artistic),2020,Phoenix,Arizona,AZ,33.5722,-112.0892,4064275
Mykayla,Skinner,Gymnastic (Artistic),2020,Gilbert,Arizona,AZ,33.31,-111.7463,267267
Brett,Thompson,Rugby,2020,Tempe,Arizona,AZ,33.3881,-111.9319,181005
Maceo,Brown,Rugby,2020,Tempe,Arizona,AZ,33.3881,-111.9319,181005
Alana,Smith,Skateboarding,2020,Mesa,Arizona,AZ,33.4015,-111.7178,503390
Jagger,Eaton,Skateboarding,2020,Mesa,Arizona,AZ,33.4015,-111.7178,503390
Julie,Ertz,Soccer,2020,Mesa,Arizona,AZ,33.4015,-111.7178,503390
Bethanie,Mattek-Sands,Tennis,2020,Phoenix,Arizona,AZ,33.5722,-112.0892,4064275
Abdi,Abdirahman,Track and Field,2020,Tucson,Arizona,AZ,32.1541,-110.8787,878320
Aliphine,Tuliamuk,Track and Field,2020,Flagstaff,Arizona,AZ,35.1872,-111.6194,80167
Will,Claye,Track and Field,2020,Phoenix,Arizona,AZ,33.5722,-112.0892,4064275
Sarah,Sponcil,Beach Volleyball,2020,Phoenix,Arizona,AZ,33.5722,-112.0892,4064275
Kayla,Miracle,Wrestling,2020,Phoenix,Arizona,AZ,33.5722,-112.0892,4064275
Kayle,Browning,Shooting,2020,Wooster,Arkansas,AR,35.1998,-92.4503,1155
Tara,Davis,Track and Field,2020,Fayetteville,Arkansas,AR,36.0714,-94.1661,394650
Jack,Williams,Archery,2020,Chula Vista,California,CA,32.6281,-117.0144,276103
Phillip,Chew,Badminton,2020,Orange,California,CA,33.8038,-117.8218,138728
Ryan,Chew,Badminton,2020,Orange,California,CA,33.8038,-117.8218,138728
Timothy,Lam,Badminton,2020,Mountain View,California,CA,37.4001,-122.0796,82132
Anthony,Gose,Baseball,2020,Bellflower,California,CA,33.888,-118.1271,78352
Eric,Filia,Baseball,2020,Huntington Beach,California,CA,33.696,-118.0018,197481
Joe,Ryan,Baseball,2020,San Francisco,California,CA,37.7558,-122.4449,3364979
Nick,Allen,Baseball,2020,San Diego,California,CA,32.8313,-117.1222,3046560
Katie,Lou Samuelson,Basketball(3x3),2020,Huntington Beach,California,CA,33.696,-118.0018,197481
Kelsey,Plum,Basketball(3x3),2020,Poway,California,CA,32.9871,-117.0201,48737
Damian,Lillard,Basketball,2020,Oakland,California,CA,37.7904,-122.2166,437825
Jrue,Holiday,Basketball,2020,Los Angeles,California,CA,34.1141,-118.4068,11922389
Kevin,Love,Basketball,2020,Santa Monica,California,CA,34.0235,-118.481,92168
Chelsea,Gray,Basketball,2020,Hayward,California,CA,37.6328,-122.0766,160602
Diana,Taurasi,Basketball,2020,Chino,California,CA,33.9836,-117.6654,91008
Richard,Torrez,Boxing,2020,Tulare,California,CA,36.1995,-119.34,69261
Amber,Neben,Cycling,2020,Lake Forest,California,CA,33.6605,-117.6714,85583
Coryn,Rivera,Cycling,2020,Newport Beach,California,CA,33.6151,-117.8668,85159
Gavin,Hoover,Cycling,2020,Manhattan Beach,California,CA,33.8894,-118.3967,35123
Haley,Batten,Cycling,2020,Los Gatos,California,CA,37.2304,-121.9562,33093
Jennifer,Valente,Cycling,2020,San Diego,California,CA,32.8313,-117.1222,3046560
Kate,Courtney,Cycling,2020,Kentfield,California,CA,37.9481,-122.5497,7410
Leah,Thomas,Cycling,2020,Boulder Creek,California,CA,37.1341,-122.1272,5492
Megan,Jastrab,Cycling,2020,Apple Valley,California,CA,34.5352,-117.2109,75603
Ruth,Winder,Cycling,2020,Lafayette,California,CA,37.8919,-122.1189,25310
Brandon,Loschiavo,Diving,2020,Huntington Beach,California,CA,33.696,-118.0018,197481
Sabine,Schut-Kery,Equestrian,2020,Thousand Oaks,California,CA,34.1914,-118.8756,209570
Steffen,Peters,Equestrian,2020,San Diego,California,CA,32.8313,-117.1222,3046560
Nick,Itkin,Fencing,2020,Los Angeles,California,CA,34.1141,-118.4068,11922389
Bryson,Dechambeau,Golf,2020,Clovis,California,CA,36.8278,-119.683,120607
Colin,Morikawa,Golf,2020,La Canada,California,,,,
Xander,Schauffele,Golf,2020,San Diego,California,CA,32.8313,-117.1222,3046560
Samuel,Mikulak,Gymnastic (Artistic),2020,Newport Beach,California,CA,33.6151,-117.8668,85159
Isabelle,Connor,Gymnastics (Rhythmic),2020,Manhattan Beach,California,CA,33.8894,-118.3967,35123
Nicole,Ahsinger,Gymnastics (Trampoline),2020,San Diego,California,CA,32.8313,-117.1222,3046560
Sakura,Kokumai,Karate,2020,Stevenson Ranch,California,CA,34.3894,-118.5883,20484
Kara,Kohler,Rowing,2020,Clayton,California,CA,37.9404,-121.9301,11070
Michelle,Sechser,Rowing,2020,Folsom,California,CA,38.6668,-121.1422,81077
Danny,Barrett,Rugby,2020,Pacifica,California,CA,37.6113,-122.4782,38048
Folau,Niua,Rugby,2020,East Palo Alto,California,CA,37.4671,-122.1352,29520
Matai,Leuta,Rugby,2020,Marina,California,CA,36.681,-121.7892,22253
Steve,Tomasin,Rugby,2020,Santa Rosa,California,CA,38.4458,-122.7067,296180
Kayla,Canett,Rugby,2020,Fallbrook,California,CA,33.3693,-117.2259,33710
Naya,Tapper,Rugby,2020,Beaufort,California,,,,
Nia,Toliver*,Rugby,2020,Los Angeles,California,CA,34.1141,-118.4068,11922389
Charlie,Buckingham,Sailing,2020,Newport Beach,California,CA,33.6151,-117.8668,85159
Riley,Gibbs,Sailing,2020,Long Beach,California,CA,33.7977,-118.167,462293
Brian,Burrows,Shooting,2020,Fallbrook,California,CA,33.3693,-117.2259,33710
Sagen,Maddalena,Shooting,2020,Groveland,California,CA,37.8325,-120.2392,591
Brighton,Zeuner,Skateboarding,2020,Newport Beach,California,CA,33.6151,-117.8668,85159
Bryce,Wettstein,Skateboarding,2020,Encinitas,California,CA,33.0492,-117.261,61942
Cory,Juneau,Skateboarding,2020,San Diego,California,CA,32.8313,-117.1222,3046560
Jordyn,Barratt,Skateboarding,2020,Oceanside,California,CA,33.2247,-117.3083,173722
Nyjah,Huston,Skateboarding,2020,Laguna Beach,California,CA,33.5455,-117.7613,22943
Abigail,Dahlkemper,Soccer,2020,Menlo Park,California,CA,37.4685,-122.1673,33324
Alex,Morgan,Soccer,2020,Diamond Bar,California,CA,33.9992,-117.8161,54534
Catarina,Macario*,Soccer,2020,Los Angeles,California,CA,34.1141,-118.4068,11922389
Christen,Press,Soccer,2020,Palos Verdes Estates,California,CA,33.7872,-118.3973,13219
Lynn,Williams*,Soccer,2020,Fresno,California,CA,36.783,-119.7939,725276
Megan,Rapinoe,Soccer,2020,Redding,California,CA,40.5698,-122.365,117163
Tierna,Davidson,Soccer,2020,Menlo Park,California,CA,37.4685,-122.1673,33324
Alison,Aguilar,Softball ,2020,Orangevale,California,CA,38.6881,-121.2209,35852
Allyson,Carda,Softball ,2020,Elk Grove,California,CA,38.4161,-121.3842,176105
Aubree,Munro,Softball ,2020,Brea,California,CA,33.9254,-117.8655,47099
Dejah,Mulipola,Softball ,2020,Anaheim,California,CA,33.839,-117.8574,347111
Delaney,Spaulding,Softball ,2020,Rancho Cucamonga,California,CA,34.1247,-117.5667,174696
Janette,Reed,Softball ,2020,Placentia,California,CA,33.8807,-117.8553,51797
Madilyn,Nickles,Softball ,2020,Merced,California,CA,37.3057,-120.4779,160638
Monica,Abbott,Softball ,2020,Salinas,California,CA,36.6883,-121.6317,177410
Rachel,Garcia,Softball ,2020,Palmdale,California,CA,34.5944,-118.1057,166895
Valerie,Arioto,Softball ,2020,Pleasanton,California,CA,37.6663,-121.8805,78691
Kolohe,Andino,Surfing,2020,San Clemente,California,CA,33.4499,-117.6102,64232
Abbey,Weitzeil,Swimming,2020,Santa Clarita,California,CA,34.4175,-118.4964,268273
Bryce,Mefford,Swimming,2020,El Dorado Hills,California,CA,38.675,-121.049,49082
Haley,Anderson,Swimming,2020,Granite Bay,California,CA,38.7601,-121.1714,22180
Jake,Mitchell,Swimming,2020,Folsom,California,CA,38.6668,-121.1422,81077
Jordan,Wilimovsky,Swimming,2020,Malibou,California,,,,
Kathryn,McLaughlin,Swimming,2020,Dana Point,California,CA,33.4733,-117.6967,33025
Michael,Andrew,Swimming,2020,Encinitas,California,CA,33.0492,-117.261,61942
Tom,Shields,Swimming,2020,Huntington Beach,California,CA,33.696,-118.0018,197481
Kanak,Jha,Table Tennis,2020,Milpitas,California,CA,37.4336,-121.8921,79092
Lily,Zhang,Table Tennis,2020,Palo Alto,California,CA,37.3905,-122.1468,67901
Nikhil,Kumar,Table Tennis,2020,San Jose,California,CA,37.3012,-121.848,1771413
Xin,Zhou,Table Tennis,2020,Milpitas,California,CA,37.4336,-121.8921,79092
Marcos,Giron,Tennis,2020,Thousand Oaks,California,CA,34.1914,-118.8756,209570
Allyson,Felix,Track and Field,2020,Los Angeles,California,CA,34.1141,-118.4068,11922389
Brooke,Andersen,Track and Field,2020,Vista,California,CA,33.1896,-117.2386,98392
Chris,Benard,Track and Field,2020,Corona,California,CA,33.8616,-117.5649,158346
Cravon,Gillespie,Track and Field,2020,Pasadena,California,CA,34.1597,-118.139,137554
Isaiah,Jewett,Track and Field,2020,Inglewood,California,CA,33.9566,-118.3444,106806
Jenna,Prandini,Track and Field,2020,Clovis,California,CA,36.8278,-119.683,120607
Kendall,Ellis,Track and Field,2020,North Hollywood,California,,,,
Michael,Norman,Track and Field,2020,Murrieta,California,CA,33.5719,-117.1909,111899
Nick,Christie,Track and Field,2020,San Diego,California,CA,32.8313,-117.1222,3046560
Rachel,McCoy,Track and Field,2020,Inland Empire,California,,,,
Robyn,Stevens,Track and Field,2020,Vacaville,California,CA,38.3587,-121.9673,101631
Katie,Zaferes,Triathlon,2020,Santa Cruz,California,CA,36.9789,-122.0346,167835
Alix,Klineman,Beach Volleyball,2020,Manhattan Beach,California,CA,33.8894,-118.3967,35123
April,Ross,Beach Volleyball,2020,Costa Mesa,California,CA,33.6667,-117.9135,111490
Kelly,Claes,Beach Volleyball,2020,Fullerton,California,CA,33.8841,-117.9279,142280
David,Smith,Volleyball,2020,Saugus,California,,,,
Garrett,Muagututia,Volleyball,2020,Oceanside,California,CA,33.2247,-117.3083,173722
Kyle,Ensing,Volleyball,2020,Valencia,California,,,,
Taylor,Sander,Volleyball,2020,Corona,California,CA,33.8616,-117.5649,158346
Torey,DeFalco,Volleyball,2020,Huntington Beach,California,CA,33.696,-118.0018,197481
Justine,Wong-Orantes,Volleyball,2020,Cypress,California,CA,33.8171,-118.0386,49955
Alex,Wolf,Water Polo,2020,Huntington Beach,California,CA,33.696,-118.0018,197481
Alex,Bowen,Water Polo,2020,Santee,California,CA,32.8554,-116.9851,59497
Alex,Obert,Water Polo,2020,Loomis,California,CA,38.8093,-121.1955,6831
Ben,Hallock,Water Polo,2020,Studio City,California,,,,
Drew,Holland,Water Polo,2020,Orinda,California,CA,37.8808,-122.179,19477
Dylan,Woodhead,Water Polo,2020,San Anselmo,California,CA,37.9821,-122.5699,12761
Hannes,Daube,Water Polo,2020,Long Beach,California,CA,33.7977,-118.167,462293
Jesse,Smith*,Water Polo,2020,Coronado,California,CA,32.6649,-117.1604,18871
Johnny,Hooper,Water Polo,2020,Los Angeles,California,CA,34.1141,-118.4068,11922389
Marko,Vavic,Water Polo,2020,Rancho Palos Verdes,California,CA,33.7554,-118.3634,41805
Max,Irving,Water Polo,2020,Long Beach,California,CA,33.7977,-118.167,462293
Alys,Williams,Water Polo,2020,Huntington Beach,California,CA,33.696,-118.0018,197481
Aria,Fischer,Water Polo,2020,Laguna Beach,California,CA,33.5455,-117.7613,22943
Amanda,Longan,Water Polo,2020,Moorpark,California,CA,34.2861,-118.8768,36073
Jamie,Neushul*,Water Polo,2020,Isla Vista,California,CA,34.4128,-119.8614,14722
Kaleigh,Gilchrist,Water Polo,2020,Newport Beach,California,CA,33.6151,-117.8668,85159
Madeline,Musselman,Water Polo,2020,Newport Beach,California,CA,33.6151,-117.8668,85159
Makenzie,Fischer,Water Polo,2020,Laguna Beach,California,CA,33.5455,-117.7613,22943
Maggie,Steffens,Water Polo,2020,Danville,California,CA,37.8121,-121.9698,43449
Melissa,Seidemann,Water Polo,2020,Walnut Creek,California,CA,37.9024,-122.0399,69809
Paige,Hauschild,Water Polo,2020,Santa Barbara,California,CA,34.4285,-119.7202,199023
Rachel,Fattal,Water Polo,2020,Seal Beach,California,CA,33.7542,-118.0714,25046
Stephanie,Haralabidis,Water Polo,2020,Long Beach,California,CA,33.7977,-118.167,462293
Sarah,Robles,Weightlifting,2020,Desert Hot Springs,California,CA,33.955,-116.5429,32386
Zachary,Lokken,Canoe/Kayak,2020,Durango,Colorado,CO,37.2659,-107.8781,19148
Christopher,Blevins,Cycling,2020,Durango,Colorado,CO,37.2659,-107.8781,19148
Erin,Huck,Cycling,2020,Boulder,Colorado,CO,40.0248,-105.2524,118090
Maddie,Godby,Cycling,2020,Louisville,Colorado,CO,39.971,-105.1441,20920
Yul,Moldauer,Gymnastic (Artistic),2020,Arvada,Colorado,CO,39.832,-105.151,123066
Amro,Elgeziry,Pentathlon,2020,Colorado Springs,Colorado,CO,38.8674,-104.7605,638194
Samantha,Schultz,Pentathlon,2020,Littleton,Colorado,CO,39.5915,-105.0188,45531
Jessica,Thoennes,Rowing,2020,Denver,Colorado,CO,39.762,-104.8758,2687458
Kendall,Chase,Rowing,2020,Evergreen,Colorado,CO,39.6349,-105.3356,8972
Cody,Melphy,Rugby,2020,Littleton,Colorado,CO,39.5915,-105.0188,45531
Amber,English,Shooting,2020,Colorado Springs,Colorado,CO,38.8674,-104.7605,638194
Lucas,Kozeniesky,Shooting,2020,Colorado Springs,Colorado,CO,38.8674,-104.7605,638194
William,Shaner,Shooting,2020,Colorado Springs,Colorado,CO,38.8674,-104.7605,638194
Lindsey,Horan,Soccer,2020,Golden,Colorado,CO,39.7406,-105.2118,20461
Brooke,Raboutou,Sport Climbing,2020,Boulder,Colorado,CO,40.0248,-105.2524,118090
Colin,Duffy,Sport Climbing,2020,Broomfield,Colorado,CO,39.9542,-105.0526,73946
Anastasija,Zolotic,Taekwondo,2020,Colorado Springs,Colorado,CO,38.8674,-104.7605,638194
Annie,Kunz,Track and Field,2020,Denver,Colorado,CO,39.762,-104.8758,2687458
Benard,Keter,Track and Field,2020,Colorado Springs,Colorado,CO,38.8674,-104.7605,638194
Elise,Cranny,Track and Field,2020,Boulder,Colorado,CO,40.0248,-105.2524,118090
Emma,Coburn,Track and Field,2020,Crested Butte,Colorado,CO,38.8676,-106.9773,1434
Hillary,Bor,Track and Field,2020,Colorado Springs,Colorado,CO,38.8674,-104.7605,638194
Mason,Finley,Track and Field,2020,Chaffee County,Colorado,,,,
Paul,Chelimo,Track and Field,2020,Colorado Springs,Colorado,CO,38.8674,-104.7605,638194
Valarie,Allman,Track and Field,2020,Longmont,Colorado,CO,40.1686,-105.1005,101642
Valerie,Constien,Track and Field,2020,Edwards,Colorado,CO,39.6215,-106.6184,10721
William,Kincaid,Track and Field,2020,Littleton,Colorado,CO,39.5915,-105.0188,45531
Kevin,McDowell,Triathlon,2020,Colorado Springs,Colorado,CO,38.8674,-104.7605,638194
Summer,Rappaport,Triathlon,2020,Thornton,Colorado,CO,39.9197,-104.9438,141799
Haleigh,Washington,Volleyball,2020,Colorado Springs,Colorado,CO,38.8674,-104.7605,638194
Jordyn,Poulter,Volleyball,2020,Aurora,Colorado,CO,39.7083,-104.7237,387349
Adeline,Gray,Wrestling,2020,Denver,Colorado,CO,39.762,-104.8758,2687458
Ildar,Hafizov,Wrestling,2020,Colorado Springs,Colorado,CO,38.8674,-104.7605,638194
Jacarra,Winchester,Wrestling,2020,San Leandro,Colorado,,,,
Tracy,Hancock,Wrestling,2020,Fountain,Colorado,CO,38.6886,-104.6829,29498
Austin,Hack,Rowing,2020,Old Lyme,Connecticut,,,,
Liam,Corrigan,Rowing,2020,Old Lyme,Connecticut,,,,
Alexis,Sablone,Skateboarding,2020,Old Saybrook,Connecticut,,,,
Alyssa,Naeher,Soccer,2020,Stratford,Connecticut,,,,
Kieran,Smith,Swimming,2020,Ridgefield,Connecticut,,,,
Marquis,Dendy,Track and Field,2020,Wilmington,Delaware,DE,39.7415,-75.5416,71034
Kevin,Durant,Basketball,2020,Washington,D.C.,,,,
Katharine,Holmes,Fencing,2020,Washington,D.C.,,,,
Frances,Tiafoe,Tennis,2020,Washington,D.C.,,,,
Taylor,Knibb,Triathlon,2020,Washington,D.C.,,,,
Eddy,Alvarez,Baseball,2020,Miami,Florida,FL,25.784,-80.2101,6080145
Mark,Kolozsvary,Baseball,2020,Eustis,Florida,FL,28.8563,-81.6771,23101
Nick,Martinez,Baseball,2020,Miami,Florida,FL,25.784,-80.2101,6080145
Triston,Casas,Baseball,2020,Pembroke Pines,Florida,FL,26.0128,-80.3382,170472
Sylvia,Fowles,Basketball,2020,Miami,Florida,FL,25.784,-80.2101,6080145
Lily,Williams,Cycling,2020,Tallahassee,Florida,FL,30.4551,-84.2527,258696
Jordan,Windle,Diving,2020,Fort Lauderdale,Florida,FL,26.1412,-80.1464,182673
Adrienne,Lyle,Equestrian,2020,Wellington,Florida,FL,26.6461,-80.2699,61373
Laura,Kraut,Equestrian,2020,Wellington,Florida,FL,26.6461,-80.2699,61373
Kent,Farrington,Equestrian,2020,Wellington,Florida,FL,26.6461,-80.2699,61373
Jessica,Korda,Golf,2020,Jupiter,Florida,FL,26.92,-80.1128,60926
Lexi,Thompson,Golf,2020,Coral Springs,Florida,FL,26.2702,-80.2591,133801
Nelly,Korda,Golf,2020,Bradenton,Florida,FL,27.4901,-82.5757,55795
Angelica,Delgado,Judo,2020,Miami,Florida,FL,25.784,-80.2101,6080145
Ariel,Torres,Karate,2020,Hialeah,Florida,FL,25.8696,-80.3045,222996
Ben,Davison,Rowing,2020,Inverness,Florida,FL,28.8416,-82.3418,7602
Clark,Dean,Rowing,2020,Sarasota,Florida,FL,27.3387,-82.5432,55508
Katelin,Guregian,Rowing,2020,Orlando,Florida,FL,28.4773,-81.337,1882705
Perry,Baker,Rugby,2020,Flagler Palm Coast,Florida,FL,,,
Anna,Weis,Sailing,2020,Fort Lauderdale,Florida,FL,26.1412,-80.1464,182673
David,Hughes,Sailing,2020,Miami,Florida,FL,25.784,-80.2101,6080145
Lara,Dallman-Weiss,Sailing,2020,Miami,Florida,FL,25.784,-80.2101,6080145
Luke,Muller,Sailing,2020,Fort Pierce,Florida,FL,27.4255,-80.3431,47153
Nikole,Barnes,Sailing,2020,Miami,Florida,FL,25.784,-80.2101,6080145
Paige,Railey,Sailing,2020,Clearwater,Florida,FL,27.979,-82.7623,116984
Pedro,Pascual,Sailing,2020,Miami,Florida,FL,25.784,-80.2101,6080145
Mary,Tucker,Shooting,2020,Sarasota,Florida,FL,27.3387,-82.5432,55508
Jake,Ilardi,Skateboarding,2020,Osprey,Florida,FL,27.1914,-82.48,6195
Zion,Wright,Skateboarding,2020,Jupiter,Florida,FL,26.92,-80.1128,60926
Michelle,Moultrie,Softball ,2020,Jacksonville,Florida,FL,30.3322,-81.6749,1288298
Caroline,Marks,Surfing,2020,Melbourne Beach,Florida,FL,28.0668,-80.561,3214
Caeleb,Dressel,Swimming,2020,Orange Park,Florida,FL,30.1706,-81.7041,9047
Emma,Weyant,Swimming,2020,Sarasota,Florida,FL,27.3387,-82.5432,55508
Bobby,Finke,Swimming,2020,Clearwater,Florida,FL,27.979,-82.7623,116984
Ryan,Murphy,Swimming,2020,Ponte Vedra Beach,Florida,FL,,,
Alison,Riske,Tennis,2020,Orlando,Florida,FL,28.4773,-81.337,1882705
Coco,Gauff,Tennis,2020,Boynton Beach,Florida,FL,26.5281,-80.0811,80068
Nicole,Melichar,Tennis,2020,Stuart,Florida,FL,27.1959,-80.2444,17639
Donald,Scott,Track and Field,2020,Apopka,Florida,FL,28.7015,-81.5316,55056
Erriyon,Knighton,Track and Field,2020,Tampa,Florida,FL,27.9945,-82.4447,2861173
Garrett,Scantling,Track and Field,2020,Jacksonville,Florida,FL,30.3322,-81.6749,1288298
Jessica,Ramsey,Track and Field,2020,Boynton Beach,Florida,FL,26.5281,-80.0811,80068
Kaylin,Whitney,Track and Field,2020,Clermont,Florida,FL,28.5325,-81.7208,43266
Teahna,Daniels,Track and Field,2020,Orlando,Florida,FL,28.4773,-81.337,1882705
Trayvon,Bromell,Track and Field,2020,St. Petersburg,Florida,FL,27.7931,-82.6652,259343
Nicholas,Lucena,Beach Volleyball,2020,Cooper City,Florida,FL,26.0463,-80.2862,34046
Philip,Dalhausser,Beach Volleyball,2020,Ormond Beach,Florida,FL,29.2985,-81.1014,43127
Foluke,Akinradewo,Volleyball,2020,Fort Lauderdale,Florida,FL,26.1412,-80.1464,182673
Ashleigh,Johnson,Water Polo,2020,Miami,Florida,FL,25.784,-80.2101,6080145
Mattie,Rogers,Weightlifting,2020,Apopka,Florida,FL,28.7015,-81.5316,55056
Alejandro,Sancho,Wrestling,2020,Miami,Florida,FL,25.784,-80.2101,6080145
Anthony,Carter,Baseball,2020,Lawrence,Georgia,GA,,,
Tyler,Austin,Baseball,2020,Conyers,Georgia,GA,33.6646,-83.9966,17415
Edwin,Jackson Jr.,Baseball,2020,Columbus,Georgia,GA,32.51,-84.8771,264282
Allisha,Gray,Basketball(3x3),2020,Sandersville,Georgia,GA,32.9827,-82.8089,5727
Brody,Malone,Gymnastic (Artistic),2020,Summerville,Georgia,GA,34.4788,-85.3491,4381
Henry,Leverett,Shooting,2020,Bainbridge,Georgia,GA,30.9052,-84.5732,14234
Jack,Leverett III,Shooting,2020,Bainbridge,Georgia,GA,30.9052,-84.5732,14234
Vincent,Hancock,Shooting,2020,Eatonton,Georgia,GA,33.3258,-83.3886,6369
Emily,Sonnett,Soccer,2020,Marietta,Georgia,GA,33.9533,-84.5422,61387
Jane,Campbell*,Soccer,2020,Kennesaw,Georgia,GA,34.026,-84.6177,33360
Kelley,O'Hara,Soccer,2020,Fayetteville,Georgia,GA,33.4501,-84.471,19010
Brooks,Curry,Swimming,2020,Dunwoody,Georgia,GA,33.9418,-84.3122,51458
Jay,Litherland,Swimming,2020,Athens,Georgia,GA,33.9508,-83.3689,143173
Gunnar,Bentz,Swimming,2020,Atlanta,Georgia,GA,33.7628,-84.422,5180179
Natalie,Hinds,Swimming,2020,Athens,Georgia,GA,33.9508,-83.3689,143173
Daniel,Haugh,Track and Field,2020,Marietta,Georgia,GA,33.9533,-84.5422,61387
Daniel,Roberts,Track and Field,2020,Atlanta,Georgia,GA,33.7628,-84.422,5180179
Elija,Godwin,Track and Field,2020,Covington,Georgia,GA,33.6049,-83.8463,14190
Javianne,Oliver,Track and Field,2020,Monroe,Georgia,GA,33.799,-83.7161,15036
Kendell,Williams,Track and Field,2020,Kennesaw,Georgia,GA,34.026,-84.6177,33360
Kenny,Selmon,Track and Field,2020,Atlanta,Georgia,GA,33.7628,-84.422,5180179
Martin,Iosefo,Rugby,2020,Wahiawa,Hawaii,HI,21.5012,-158.0178,17400
Heimana,Reynolds,Skateboarding,2020,Honolulu,Hawaii,HI,21.3294,-157.846,348547
Carissa,Moore,Surfing,2020,Honolulu,Hawaii,HI,21.3294,-157.846,348547
John,Florence,Surfing,2020,Haleiwa,Hawaii,HI,21.5965,-158.1003,4708
Taylor,Crabb,Beach Volleyball,2020,Honolulu,Hawaii,HI,21.3294,-157.846,348547
Erik,Shoji,Volleyball,2020,Honolulu,Hawaii,HI,21.3294,-157.846,348547
Kawika,Shoji,Volleyball,2020,Honolulu,Hawaii,HI,21.3294,-157.846,348547
Micah,Christenson,Volleyball,2020,Honolulu,Hawaii,HI,21.3294,-157.846,348547
Jewell,Loyd,Basketball,2020,Lincolnwood,Illinois,IL,42.0054,-87.733,13268
Anne-Elizabeth,Stone,Fencing,2020,Chicago,Illinois,IL,41.8375,-87.6866,8497759
Camilla,Feeley,Gymnastics (Rhythmic),2020,Deerfield,Illinois,IL,42.1654,-87.8516,19173
Evita,Griskenas,Gymnastics (Rhythmic),2020,Orland Park,Illinois,IL,41.6075,-87.8619,58345
Laura,Zeng,Gymnastics (Rhythmic),2020,Libertyville,Illinois,IL,42.287,-87.967,20555
Lili,Mizuno,Gymnastics (Rhythmic),2020,Northbrook,Illinois,IL,42.1292,-87.8352,34950
Nicole,Sladkov,Gymnastics (Rhythmic),2020,Vernon Hills,Illinois,IL,42.234,-87.9608,26750
Nefeli,Papadakis,Judo,2020,Gurnee,Illinois,IL,42.3708,-87.9392,30629
